sl_no,state,start_date,physical_progress,report_month
1639,Sikkim,"01/2021
02/2021",81.0,FlashReport_February 2026
1640,Sikkim,"10/2020
12/2020",57.0,FlashReport_February 2026
1641,Sikkim,"07/2020
10/2020",78.0,FlashReport_February 2026
1642,Sikkim,"07/2020
10/2020",64.0,FlashReport_February 2026
1643,Tamil Nadu,"03/2022
09/2024",72.0,FlashReport_February 2026
1644,Tamil Nadu,"01/2021
07/2022",93.0,FlashReport_February 2026
1645,Tamil Nadu,"12/2020
08/2022",53.0,FlashReport_February 2026
1646,Tamil Nadu,"05/2023
02/2024",24.0,FlashReport_February 2026
1647,Tamil Nadu,"02/2021
07/2022",83.0,FlashReport_February 2026
1648,Tamil Nadu,"08/2018
02/2019",93.0,FlashReport_February 2026
1649,Tamil Nadu,"06/2024
01/2025",26.0,FlashReport_February 2026
1650,Tamil Nadu,"03/2024
03/2025",27.0,FlashReport_February 2026
1651,Tamil Nadu,"NA
07/2006",100.0,FlashReport_February 2026
1652,Tamil Nadu,"12/2018
03/2020",93.0,FlashReport_February 2026
1653,Tamil Nadu,"11/2022
08/2023",72.0,FlashReport_February 2026
1654,Tamil Nadu,"02/2021
01/2023",33.0,FlashReport_February 2026
1655,Tamil Nadu,"NA
07/2007",100.0,FlashReport_February 2026
1656,Tamil Nadu,"03/2022
02/2023",93.0,FlashReport_February 2026
1657,Tamil Nadu,"02/2022
04/2023",99.0,FlashReport_February 2026
1658,Tamil Nadu,"12/2018
03/2020",91.0,FlashReport_February 2026
1659,Tamil Nadu,"NA
04/2010",100.0,FlashReport_February 2026
1660,Tamil Nadu,"03/2023
11/2023",15.0,FlashReport_February 2026
1661,Tamil Nadu,"03/2023
11/2023",18.0,FlashReport_February 2026
1662,Tamil Nadu,"03/2018
01/2022",99.0,FlashReport_February 2026
1663,Tamil Nadu,"NA
01/2008",100.0,FlashReport_February 2026
1664,Tamil Nadu,"01/2019
12/2020",91.0,FlashReport_February 2026
1665,Tamil Nadu,"01/2019
01/2021",91.0,FlashReport_February 2026
1666,Tamil Nadu,"NA
08/2018",100.0,FlashReport_February 2026
1667,Tamil Nadu,"01/2025
06/2025",18.0,FlashReport_February 2026
1668,Tamil Nadu,"02/2018
04/2019",100.0,FlashReport_February 2026
1669,Tamil Nadu,"NA
01/2008",100.0,FlashReport_February 2026
1670,Tamil Nadu,"03/2023
11/2023",6.0,FlashReport_February 2026
1671,Tamil Nadu,"NA
06/2011",99.0,FlashReport_February 2026
1672,Tamil Nadu,"NA
08/2006",100.0,FlashReport_February 2026
1673,Tamil Nadu,"NA
10/2006",100.0,FlashReport_February 2026
1674,Tamil Nadu,"NA
09/2010",100.0,FlashReport_February 2026
1675,Tamil Nadu,"02/2019
12/2021",82.0,FlashReport_February 2026
1676,Tamil Nadu,"02/2019
05/2022",58.0,FlashReport_February 2026
1677,Tamil Nadu,"02/2019
12/2023",53.0,FlashReport_February 2026
1678,Tamil Nadu,"03/2018
11/2018",99.0,FlashReport_February 2026
1679,Tamil Nadu,"03/2023
11/2023",15.0,FlashReport_February 2026
1680,Tamil Nadu,"03/2024
12/2024",28.0,FlashReport_February 2026
1681,Tamil Nadu,"03/2022
09/2022",97.0,FlashReport_February 2026
1682,Telangana,"01/2018
05/2018",92.0,FlashReport_February 2026
1683,Telangana,"10/2016
03/2017",100.0,FlashReport_February 2026
1684,Telangana,"03/2023
07/2024",34.0,FlashReport_February 2026
1685,Telangana,"03/2018
07/2018",50.0,FlashReport_February 2026
1686,Telangana,"03/2017
05/2017",99.0,FlashReport_February 2026
1687,Telangana,"01/2018
06/2018",0.0,FlashReport_February 2026
1688,Telangana,"03/2021
07/2022",82.0,FlashReport_February 2026
1689,Telangana,"03/2018
09/2018",98.0,FlashReport_February 2026
1690,Telangana,"02/2018
05/2018",97.0,FlashReport_February 2026
1691,Telangana,"01/2017
05/2017",99.0,FlashReport_February 2026
1692,Telangana,"10/2016
02/2017",95.0,FlashReport_February 2026
1693,Telangana,"05/2018
06/2021",92.0,FlashReport_February 2026
1694,Telangana,"03/2018
06/2018",96.0,FlashReport_February 2026
1695,Telangana,"06/2017
11/2017",99.0,FlashReport_February 2026
1696,Telangana,"03/2022
02/2024",40.0,FlashReport_February 2026
1697,Telangana,"03/2022
07/2023",78.0,FlashReport_February 2026
1698,Telangana,"03/2022
10/2023",30.0,FlashReport_February 2026
1699,Telangana,"01/2022
01/2023",90.0,FlashReport_February 2026
1700,Telangana,"10/2022
05/2024",72.0,FlashReport_February 2026
1701,Telangana,"02/2018
06/2018",98.0,FlashReport_February 2026
1702,Telangana,"10/2022
02/2025",6.0,FlashReport_February 2026
1703,Telangana,"01/2022
12/2022",75.0,FlashReport_February 2026
1704,Telangana,"01/2017
05/2017",99.0,FlashReport_February 2026
1705,Telangana,"03/2017
11/2017",92.0,FlashReport_February 2026
1706,Telangana,"10/2022
07/2024",60.0,FlashReport_February 2026
1707,Telangana,"10/2022
08/2024",63.0,FlashReport_February 2026
1708,Telangana,"01/2022
12/2022",82.0,FlashReport_February 2026
1709,Telangana,"03/2022
03/2023",98.0,FlashReport_February 2026
1710,Telangana,"01/2022
12/2022",85.0,FlashReport_February 2026
1711,Telangana,"01/2022
01/2023",73.0,FlashReport_February 2026
1712,Telangana,"03/2022
01/2023",35.0,FlashReport_February 2026
1713,Telangana,"12/2021
08/2022",50.0,FlashReport_February 2026
1714,Telangana,"03/2022
03/2023",17.0,FlashReport_February 2026
1715,Telangana,"01/2021
10/2022",92.0,FlashReport_February 2026
1716,Telangana,"03/2022
07/2023",89.0,FlashReport_February 2026
1717,Telangana,"03/2023
06/2025",0.0,FlashReport_February 2026
1718,Telangana,"01/2023
06/2025",2.0,FlashReport_February 2026
1719,Telangana,"03/2023
12/2024",5.0,FlashReport_February 2026
1720,Telangana,"03/2023
06/2025",0.0,FlashReport_February 2026
1721,Telangana,"03/2023
04/2024",59.0,FlashReport_February 2026
1722,Telangana,"03/2023
07/2025",2.0,FlashReport_February 2026
1723,Telangana,"03/2023
07/2024",21.0,FlashReport_February 2026
1724,Telangana,"10/2021
11/2024",10.0,FlashReport_February 2026
1725,Telangana,"01/2021
01/2022",99.0,FlashReport_February 2026
1726,Telangana,"01/2021
09/2022",98.0,FlashReport_February 2026
1727,Telangana,"NA
03/2014",100.0,FlashReport_February 2026
1728,Telangana,"01/2015
02/2015",82.0,FlashReport_February 2026
1729,Tripura,"12/2023
09/2024",41.0,FlashReport_February 2026
1730,Tripura,"01/2024
12/2024",6.0,FlashReport_February 2026
1731,Tripura,"01/2024
09/2024",10.0,FlashReport_February 2026
1732,Tripura,"01/2024
09/2024",50.0,FlashReport_February 2026
1733,Tripura,"01/2024
07/2024",47.0,FlashReport_February 2026
1734,Tripura,"02/2020
09/2024",0.0,FlashReport_February 2026
1735,Tripura,"02/2020
07/2020",0.0,FlashReport_February 2026
1736,Tripura,"01/2023
05/2023",65.0,FlashReport_February 2026
1737,Tripura,"03/2023
03/2024",0.0,FlashReport_February 2026
1738,Uttar Pradesh,"02/2023
03/2024",91.0,FlashReport_February 2026
1739,Uttar Pradesh,"01/2022
01/2025",25.0,FlashReport_February 2026
1740,Uttar Pradesh,"12/2022
11/2024",22.0,FlashReport_February 2026
1741,Uttar Pradesh,"03/2021
03/2022",100.0,FlashReport_February 2026
1742,Uttar Pradesh,"12/2019
10/2020",94.0,FlashReport_February 2026
1743,Uttar Pradesh,"12/2022
08/2024",44.0,FlashReport_February 2026
1762,Uttar Pradesh,"01/2022
02/2024",92.0,FlashReport_February 2026
1763,Uttar Pradesh,"01/2022
10/2023",99.0,FlashReport_February 2026
1764,Uttar Pradesh,"03/2021
08/2022",90.0,FlashReport_February 2026
1765,Uttar Pradesh,"03/2022
01/2024",51.0,FlashReport_February 2026
1766,Uttar Pradesh,"03/2022
11/2023",94.0,FlashReport_February 2026
1767,Uttar Pradesh,"05/2023
10/2025",9.0,FlashReport_February 2026
1768,Uttar Pradesh,"04/2020
08/2022",100.0,FlashReport_February 2026
1769,Uttar Pradesh,"07/2018
02/2021",85.0,FlashReport_February 2026
1770,Uttar Pradesh,"04/2020
09/2022",90.0,FlashReport_February 2026
1771,Uttar Pradesh,"12/2022
06/2025",20.0,FlashReport_February 2026
1772,Uttar Pradesh,"03/2022
05/2025",35.0,FlashReport_February 2026
1773,Uttar Pradesh,"03/2024
01/2026",2.0,FlashReport_February 2026
1774,Uttar Pradesh,"05/2023
01/2026",0.0,FlashReport_February 2026
1775,Uttar Pradesh,"03/2023
03/2025",30.0,FlashReport_February 2026
1776,Uttar Pradesh,"01/2022
11/2024",41.0,FlashReport_February 2026
1777,Uttar Pradesh,"03/2022
11/2025",20.0,FlashReport_February 2026
1778,Uttar Pradesh,"03/2023
08/2025",5.0,FlashReport_February 2026
1779,Uttar Pradesh,"03/2023
01/2025",80.0,FlashReport_February 2026
1780,Uttar Pradesh,"05/2023
12/2025",18.0,FlashReport_February 2026
1781,Uttar Pradesh,"04/2020
07/2022",86.0,FlashReport_February 2026
1782,Uttar Pradesh,"04/2020
11/2022",98.0,FlashReport_February 2026
1783,Uttar Pradesh,"12/2021
11/2022",99.0,FlashReport_February 2026
1784,Uttar Pradesh,"12/2021
02/2023",94.0,FlashReport_February 2026
1785,Uttar Pradesh,"09/2021
03/2022",76.0,FlashReport_February 2026
1786,Uttar Pradesh,"12/2017
02/2019",93.0,FlashReport_February 2026
1787,Uttar Pradesh,"02/2023
12/2024",25.0,FlashReport_February 2026
1788,Uttar Pradesh,"01/2023
12/2023",52.0,FlashReport_February 2026
1789,Uttar Pradesh,"09/2023
01/2025",18.0,FlashReport_February 2026
1790,Uttar Pradesh,"08/2024
03/2025",11.0,FlashReport_February 2026
1791,Uttar Pradesh,"08/2024
11/2025",25.0,FlashReport_February 2026
1792,Uttar Pradesh,"01/2022
02/2023",99.0,FlashReport_February 2026
1793,Uttar Pradesh,"07/2022
03/2023",91.0,FlashReport_February 2026
1794,Uttar Pradesh,"03/2023
09/2023",81.0,FlashReport_February 2026
1795,Uttar Pradesh,"02/2023
01/2024",61.0,FlashReport_February 2026
1796,Uttar Pradesh,"08/2024
07/2025",19.0,FlashReport_February 2026
1797,Uttar Pradesh,"08/2024
03/2025",28.0,FlashReport_February 2026
1798,Uttar Pradesh,"10/2022
02/2025",42.0,FlashReport_February 2026
1799,Uttar Pradesh,"10/2021
10/2022",99.0,FlashReport_February 2026
1800,Uttar Pradesh,"03/2024
03/2025",10.0,FlashReport_February 2026
1801,Uttar Pradesh,"03/2018
02/2019",100.0,FlashReport_February 2026
1802,Uttar Pradesh,"09/2020
05/2021",100.0,FlashReport_February 2026
1803,Uttar Pradesh,"06/2022
05/2023",58.0,FlashReport_February 2026
1804,Uttar Pradesh,"10/2021
02/2023",87.0,FlashReport_February 2026
1805,Uttar Pradesh,"10/2021
10/2022",74.0,FlashReport_February 2026
1806,Uttar Pradesh,"02/2023
03/2024",50.0,FlashReport_February 2026
1807,Uttar Pradesh,"12/2021
03/2023",82.0,FlashReport_February 2026
1808,Uttar Pradesh,"02/2025
09/2025",8.0,FlashReport_February 2026
1809,Uttar Pradesh,"02/2025
09/2025",6.0,FlashReport_February 2026
1810,Uttar Pradesh,"02/2021
01/2022",97.0,FlashReport_February 2026
1811,Uttar Pradesh,"03/2022
02/2023",99.0,FlashReport_February 2026
1812,Uttar Pradesh,"09/2022
11/2023",58.0,FlashReport_February 2026
1813,Uttar Pradesh,"09/2022
01/2024",58.0,FlashReport_February 2026
1814,Uttar Pradesh,"09/2021
10/2022",99.0,FlashReport_February 2026
1815,Uttar Pradesh,"01/2022
03/2023",99.0,FlashReport_February 2026
1816,Uttar Pradesh,"12/2021
01/2023",99.0,FlashReport_February 2026
1817,Uttar Pradesh,"12/2024
11/2025",7.0,FlashReport_February 2026
1818,Uttar Pradesh,"03/2023
05/2025",19.0,FlashReport_February 2026
1819,Uttar Pradesh,"03/2023
06/2024",56.0,FlashReport_February 2026
1820,Uttar Pradesh,"12/2024
12/2025",0.0,FlashReport_February 2026
1821,Uttar Pradesh,"10/2022
07/2023",92.0,FlashReport_February 2026
1822,Uttar Pradesh,"10/2022
10/2023",82.0,FlashReport_February 2026
1823,Uttar Pradesh,"10/2022
06/2023",82.0,FlashReport_February 2026
1824,Uttar Pradesh,"04/2015
04/2017",97.0,FlashReport_February 2026
1825,Uttar Pradesh,"12/2021
05/2023",63.0,FlashReport_February 2026
1826,Uttar Pradesh,"03/2023
05/2024",54.0,FlashReport_February 2026
1827,Uttar Pradesh,"10/2021
03/2024",44.0,FlashReport_February 2026
1828,Uttar Pradesh,"02/2021
11/2021",96.0,FlashReport_February 2026
1829,Uttar Pradesh,"10/2022
03/2024",41.0,FlashReport_February 2026
1830,Uttar Pradesh,"11/2022
09/2023",73.0,FlashReport_February 2026
1831,Uttar Pradesh,"08/2023
12/2023",100.0,FlashReport_February 2026
1832,Uttar Pradesh,"08/2023
12/2023",42.0,FlashReport_February 2026
1833,Uttar Pradesh,"02/2025
12/2025",1.0,FlashReport_February 2026
1834,Uttar Pradesh,"03/2021
09/2022",97.0,FlashReport_February 2026
1835,Uttar Pradesh,"03/2021
09/2022",92.0,FlashReport_February 2026
1836,Uttar Pradesh,"01/2022
12/2022",100.0,FlashReport_February 2026
1837,Uttar Pradesh,"03/2021
09/2022",99.0,FlashReport_February 2026
1838,Uttarakhand,"01/2023
02/2024",89.0,FlashReport_February 2026
1839,Uttarakhand,"11/2022
06/2023",92.0,FlashReport_February 2026
1840,Uttarakhand,"02/2025
01/2026",0.0,FlashReport_February 2026
1841,Uttarakhand,"02/2018
05/2018",73.0,FlashReport_February 2026
1842,Uttarakhand,"02/2021
01/2023",96.0,FlashReport_February 2026
1843,Uttarakhand,"03/2017
02/2018",95.0,FlashReport_February 2026
1844,Uttarakhand,"10/2016
06/2017",100.0,FlashReport_February 2026
1845,Uttarakhand,"05/2025
10/2025",17.0,FlashReport_February 2026
1846,Uttarakhand,"03/2017
11/2017",100.0,FlashReport_February 2026
1847,Uttarakhand,"01/2024
10/2025",21.0,FlashReport_February 2026
1848,Uttarakhand,"03/2022
01/2025",42.0,FlashReport_February 2026
1849,Uttarakhand,"02/2022
12/2025",0.0,FlashReport_February 2026
1850,Uttarakhand,"03/2022
08/2024",52.0,FlashReport_February 2026
1851,Uttarakhand,"10/2022
10/2023",20.0,FlashReport_February 2026
1852,Uttarakhand,"02/2019
11/2019",95.0,FlashReport_February 2026
1853,Uttarakhand,"03/2022
09/2022",33.0,FlashReport_February 2026
1854,Uttarakhand,"09/2020
12/2021",75.0,FlashReport_February 2026
1855,Uttarakhand,"05/2022
11/2024",24.0,FlashReport_February 2026
1856,Uttarakhand,"01/2024
10/2025",0.0,FlashReport_February 2026
1857,Uttarakhand,"03/2018
01/2019",96.0,FlashReport_February 2026
1858,Uttarakhand,"03/2018
01/2019",100.0,FlashReport_February 2026
1859,Uttarakhand,"10/2022
05/2023",76.0,FlashReport_February 2026
1860,Uttarakhand,"10/2022
05/2024",65.0,FlashReport_February 2026
1861,Uttarakhand,"03/2018
07/2018",70.0,FlashReport_February 2026
1862,Uttarakhand,"12/2023
06/2024",75.0,FlashReport_February 2026
1863,Uttarakhand,"12/2023
12/2024",45.0,FlashReport_February 2026
1864,Uttarakhand,"12/2023
06/2024",95.0,FlashReport_February 2026
1865,Uttarakhand,"11/2021
08/2022",70.0,FlashReport_February 2026
1866,Uttarakhand,"06/2022
03/2023",74.0,FlashReport_February 2026
1867,Uttarakhand,"11/2021
10/2022",74.0,FlashReport_February 2026
1868,West Bengal,"11/2023
11/2025",0.0,FlashReport_February 2026
1869,West Bengal,"03/2023
03/2024",57.0,FlashReport_February 2026
1870,West Bengal,"03/2016
08/2023",15.0,FlashReport_February 2026
1871,West Bengal,"08/2016
11/2016",84.0,FlashReport_February 2026
1872,West Bengal,"03/2022
03/2023",66.0,FlashReport_February 2026
1873,West Bengal,"06/2020
10/2020",95.0,FlashReport_February 2026
1874,West Bengal,"06/2020
10/2020",91.0,FlashReport_February 2026
1875,West Bengal,"03/2018
10/2019",98.0,FlashReport_February 2026
1876,West Bengal,"03/2018
10/2020",96.0,FlashReport_February 2026
1877,West Bengal,"03/2025
11/2025",0.0,FlashReport_February 2026
1878,West Bengal,"11/2023
12/2024",55.0,FlashReport_February 2026
1879,West Bengal,"03/2023
06/2024",35.0,FlashReport_February 2026
1880,West Bengal,"02/2024
08/2024",30.0,FlashReport_February 2026
1881,West Bengal,"03/2024
07/2024",45.0,FlashReport_February 2026
1882,West Bengal,"08/2018
12/2018",95.0,FlashReport_February 2026
1883,West Bengal,"01/2021
02/2022",94.0,FlashReport_February 2026
1884,West Bengal,"03/2023
12/2025",0.0,FlashReport_February 2026
1885,West Bengal,"NA
06/2025",0.0,FlashReport_February 2026
1886,Delhi,"10/2014
04/2018",98.0,FlashReport_February 2026
1887,Meghalaya,"09/2019
09/2020",99.0,FlashReport_February 2026
1888,"Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","04/2022
05/2024",97.0,FlashReport_February 2026
1889,"Multi-States
(Andhra Pradesh,
Bihar,
Chhattisgarh,
Jharkhand,
Madhya Pradesh,
Maharashtra,
Odisha,
Telangana, Uttar
Pradesh, West
Bengal)","NA
09/2021",87.0,FlashReport_February 2026
1890,"Multi-States
(Andhra Pradesh,
Chhattisgarh,
Jharkhand,
Maharashtra,
Odisha)","11/2021
05/2022",83.0,FlashReport_February 2026
1891,"Multi-States
(Arunachal
Pradesh, Assam)","12/2020
10/2021",99.0,FlashReport_February 2026
1892,"Multi-States
(Bihar, Gujarat,
Himachal Pradesh,
Jammu and
Kashmir, Ladakh,
Rajasthan, Uttar
Pradesh)","12/2019
04/2020",100.0,FlashReport_February 2026
1893,"Multi-States
(Bihar, Madhya
Pradesh,
Rajasthan, Uttar
Pradesh)","NA
03/2021",99.0,FlashReport_February 2026
1894,"Multi-States
(Maharashtra,
Telangana)","03/2020
03/2020",81.0,FlashReport_February 2026
1895,PAN India,"07/2022
07/2022",83.0,FlashReport_February 2026
1896,PAN India,"11/2020
11/2020",97.0,FlashReport_February 2026
1897,PAN India,"07/2017
10/2011",81.0,FlashReport_February 2026
1898,PAN India,"05/2023
05/2023",92.0,FlashReport_February 2026
1899,PAN India,"05/2023
06/2023",97.0,FlashReport_February 2026
1900,Bihar,"10/2017
03/2022",97.0,FlashReport_February 2026
1901,Bihar,"08/2017
07/2019",56.0,FlashReport_February 2026
1902,Bihar,"08/2017
07/2019",54.0,FlashReport_February 2026
1903,Bihar,"03/2010
03/2018",97.0,FlashReport_February 2026
1904,Bihar,"03/2010
03/2018",95.0,FlashReport_February 2026
1905,Uttar Pradesh,"05/2020
04/2023",79.0,FlashReport_February 2026
1906,Uttar Pradesh,"05/2020
11/2024",45.0,FlashReport_February 2026
1907,West Bengal,"05/2018
12/2021",93.0,FlashReport_February 2026
1908,Andhra Pradesh,"04/2005
01/2006",95.0,FlashReport_February 2026
1909,Andhra Pradesh,"04/2005
04/2005",98.0,FlashReport_February 2026
1910,Andhra Pradesh,"01/2009
11/2009",85.0,FlashReport_February 2026
1911,Assam,"04/1996
12/1996",55.0,FlashReport_February 2026
1912,Bihar,"04/2007
04/2007",44.0,FlashReport_February 2026
1913,Chhattisgarh,"04/2008
04/2008",72.0,FlashReport_February 2026
1914,Chhattisgarh,"04/2009
12/2009",86.0,FlashReport_February 2026
1915,Gujarat,"04/2017
04/2017",90.0,FlashReport_February 2026
1916,Gujarat,"04/1996
04/1996",93.0,FlashReport_February 2026
1917,Jharkhand,"04/2011
01/2012",70.0,FlashReport_February 2026
1918,Karnataka,"04/2014
04/2014",99.0,FlashReport_February 2026
1919,Madhya Pradesh,"04/2017
04/2017",49.0,FlashReport_February 2026
1920,Madhya Pradesh,"04/2008
01/2009",75.0,FlashReport_February 2026
1921,Madhya Pradesh,"04/2007
04/2007",81.0,FlashReport_February 2026
1922,Maharashtra,"04/2017
04/2017",52.0,FlashReport_February 2026
1923,Maharashtra,"04/2017
04/2018",76.0,FlashReport_February 2026
1924,Maharashtra,"04/2017
02/2019",80.0,FlashReport_February 2026
1925,Maharashtra,"04/2017
04/2018",69.0,FlashReport_February 2026
1926,Maharashtra,"04/2017
04/2018",91.0,FlashReport_February 2026
1927,Maharashtra,"05/2002
01/2017",49.0,FlashReport_February 2026
1928,Maharashtra,"04/1996
04/1996",89.0,FlashReport_February 2026
1929,Maharashtra,"04/2008
04/2008",72.0,FlashReport_February 2026
1930,Maharashtra,"04/2009
01/2010",97.0,FlashReport_February 2026
1931,Maharashtra,"04/2008
04/2008",65.0,FlashReport_February 2026
1932,Maharashtra,"04/2009
04/2009",72.0,FlashReport_February 2026
1933,Manipur,"04/1997
04/1997",98.0,FlashReport_February 2026
1934,"Multi-States
(Bihar, Jharkhand)","08/2017
01/2021",38.0,FlashReport_February 2026
1935,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)","NA
03/2022",0.0,FlashReport_February 2026
1936,Odisha,"04/1997
01/1998",62.0,FlashReport_February 2026
1937,Odisha,"NA
01/1998",95.0,FlashReport_February 2026
1938,Odisha,"04/2003
01/2004",79.0,FlashReport_February 2026
1939,Punjab,"02/2016
04/2018",85.0,FlashReport_February 2026
1940,Punjab,"02/2010
04/2018",88.0,FlashReport_February 2026
1941,Telangana,"NA
04/2005",97.0,FlashReport_February 2026
1942,Telangana,"NA
01/2006",92.0,FlashReport_February 2026
1943,Telangana,"04/2006
04/2006",87.0,FlashReport_February 2026
1944,Telangana,"04/2007
01/2008",100.0,FlashReport_February 2026
1945,Uttar Pradesh,"04/2017
04/2017",1.0,FlashReport_February 2026
1946,Uttar Pradesh,"04/2007
12/2007",31.0,FlashReport_February 2026
1947,Uttar Pradesh,"04/2008
04/2008",82.0,FlashReport_February 2026
1948,Uttarakhand,"10/2023
11/2023",21.0,FlashReport_February 2026
1,,,,FlashReport_January 2026
2,,,,FlashReport_January 2026
3,,,,FlashReport_January 2026
4,,,,FlashReport_January 2026
5,,,,FlashReport_January 2026
6,,,,FlashReport_January 2026
7,,,,FlashReport_January 2026
8,,,,FlashReport_January 2026
